DateLake,LakeLevel_m,Flow_L_s
14/02/2014 0:00,344.917,186471
15/02/2014 0:00,344.823,190093
16/02/2014 0:00,344.745,140136
17/02/2014 0:00,344.673,191636
18/02/2014 0:00,344.577,191763
19/02/2014 0:00,344.479,191000
20/02/2014 0:00,344.383,191782
21/02/2014 0:00,344.3,191774
22/02/2014 0:00,344.232,171927
23/02/2014 0:00,344.136,172954
24/02/2014 0:00,344.06,192411
25/02/2014 0:00,343.955,101134
26/02/2014 0:00,343.926,115057
27/02/2014 0:00,343.851,191405
28/02/2014 0:00,343.747,191460
1/03/2014 0:00,343.654,171919
2/03/2014 0:00,343.576,172082
3/03/2014 0:00,343.476,165320
4/03/2014 0:00,343.404,131645
5/03/2014 0:00,343.324,181658
6/03/2014 0:00,343.23,174797
7/03/2014 0:00,343.154,105546
8/03/2014 0:00,343.13,18447
9/03/2014 0:00,343.127,31998
10/03/2014 0:00,343.117,35601
11/03/2014 0:00,343.112,20836
12/03/2014 0:00,343.113,32880
13/03/2014 0:00,343.104,44140
14/03/2014 0:00,343.085,43998
15/03/2014 0:00,343.062,74149
16/03/2014 0:00,343.025,108474
17/03/2014 0:00,342.953,190317
18/03/2014 0:00,342.893,157074
19/03/2014 0:00,342.856,94090
20/03/2014 0:00,342.823,59185
21/03/2014 0:00,342.805,38652
22/03/2014 0:00,342.798,37284
23/03/2014 0:00,342.79,38795
24/03/2014 0:00,342.782,41258
25/03/2014 0:00,342.762,35752
26/03/2014 0:00,342.745,86390
27/03/2014 0:00,342.707,68147
28/03/2014 0:00,342.682,68179
29/03/2014 0:00,342.65,73952
30/03/2014 0:00,342.608,109923
31/03/2014 0:00,342.523,186606
1/04/2014 0:00,342.454,58610
2/04/2014 0:00,342.431,64901
3/04/2014 0:00,342.4,70049
4/04/2014 0:00,342.368,52382
5/04/2014 0:00,342.356,40975
6/04/2014 0:00,342.348,40897
7/04/2014 0:00,342.337,40844
8/04/2014 0:00,342.322,47680
9/04/2014 0:00,342.298,94177
10/04/2014 0:00,342.254,70764
11/04/2014 0:00,342.191,190480
12/04/2014 0:00,342.084,189461
13/04/2014 0:00,341.985,187860
14/04/2014 0:00,341.884,184074
15/04/2014 0:00,341.821,95043
16/04/2014 0:00,341.811,87912
17/04/2014 0:00,341.784,61830
18/04/2014 0:00,341.783,36473
19/04/2014 0:00,341.796,36227
20/04/2014 0:00,341.817,36206
21/04/2014 0:00,341.819,36124
22/04/2014 0:00,341.81,39765
23/04/2014 0:00,341.804,98922
24/04/2014 0:00,341.734,138429
25/04/2014 0:00,341.723,42096
26/04/2014 0:00,341.751,34923
27/04/2014 0:00,341.76,34787
28/04/2014 0:00,341.778,34902
29/04/2014 0:00,341.785,89869
30/04/2014 0:00,341.739,137144
1/05/2014 0:00,341.675,145532
2/05/2014 0:00,341.605,143699
3/05/2014 0:00,341.564,51821
4/05/2014 0:00,341.555,36236
5/05/2014 0:00,341.589,40906
6/05/2014 0:00,341.728,17575
7/05/2014 0:00,341.834,29826
8/05/2014 0:00,341.903,24616
9/05/2014 0:00,341.944,17650
10/05/2014 0:00,341.971,17572
11/05/2014 0:00,341.995,17527
12/05/2014 0:00,342.019,17712
13/05/2014 0:00,342.042,86356
14/05/2014 0:00,342.008,137133
15/05/2014 0:00,341.956,137495
16/05/2014 0:00,341.902,137351
17/05/2014 0:00,341.848,145023
18/05/2014 0:00,341.786,153644
19/05/2014 0:00,341.73,152925
20/05/2014 0:00,341.694,120397
21/05/2014 0:00,341.78,16289
22/05/2014 0:00,341.886,12256
23/05/2014 0:00,341.984,12201
24/05/2014 0:00,342.143,12134
25/05/2014 0:00,342.236,12179
26/05/2014 0:00,342.296,12090
27/05/2014 0:00,342.351,12072
28/05/2014 0:00,342.401,12052
29/05/2014 0:00,342.48,12144
30/05/2014 0:00,342.578,12081
31/05/2014 0:00,342.626,12072
1/06/2014 0:00,342.665,12073
2/06/2014 0:00,342.694,12090
3/06/2014 0:00,342.72,12111
4/06/2014 0:00,342.745,12100
5/06/2014 0:00,342.774,12100
6/06/2014 0:00,342.829,12122
7/06/2014 0:00,342.897,12135
8/06/2014 0:00,342.936,13081
9/06/2014 0:00,342.971,31154
10/06/2014 0:00,343.002,21443
11/06/2014 0:00,343.015,46226
12/06/2014 0:00,343.02,48335
13/06/2014 0:00,343.009,127525
14/06/2014 0:00,342.938,190632
15/06/2014 0:00,342.852,190053
16/06/2014 0:00,342.762,190082
17/06/2014 0:00,342.72,142741
18/06/2014 0:00,342.719,121016
19/06/2014 0:00,342.679,148583
20/06/2014 0:00,342.621,154928
21/06/2014 0:00,342.572,173216
22/06/2014 0:00,342.502,185544
23/06/2014 0:00,342.422,192667
24/06/2014 0:00,342.34,193785
25/06/2014 0:00,342.385,118955
26/06/2014 0:00,342.523,18142
27/06/2014 0:00,342.591,29545
28/06/2014 0:00,342.619,95277
29/06/2014 0:00,342.601,129868
30/06/2014 0:00,342.602,90580
1/07/2014 0:00,342.68,24034
2/07/2014 0:00,342.73,23014
3/07/2014 0:00,342.765,23502
4/07/2014 0:00,342.792,84054
5/07/2014 0:00,342.766,110155
6/07/2014 0:00,342.734,109121
7/07/2014 0:00,342.701,108729
8/07/2014 0:00,342.66,143100
9/07/2014 0:00,342.586,183156
10/07/2014 0:00,342.505,182142
11/07/2014 0:00,342.456,181399
12/07/2014 0:00,342.452,149381
13/07/2014 0:00,342.472,85627
14/07/2014 0:00,342.477,70708
15/07/2014 0:00,342.484,81461
16/07/2014 0:00,342.455,148325
17/07/2014 0:00,342.384,182774
18/07/2014 0:00,342.31,150779
19/07/2014 0:00,342.246,172633
20/07/2014 0:00,342.164,187281
21/07/2014 0:00,342.073,193626
22/07/2014 0:00,341.982,192047
23/07/2014 0:00,341.89,192730
24/07/2014 0:00,341.796,192278
25/07/2014 0:00,341.7,192322
26/07/2014 0:00,341.604,192540
27/07/2014 0:00,341.507,191821
28/07/2014 0:00,341.412,193882
29/07/2014 0:00,341.322,194725
30/07/2014 0:00,341.247,192131
31/07/2014 0:00,341.238,104430
1/08/2014 0:00,341.314,27668
2/08/2014 0:00,341.505,13385
3/08/2014 0:00,341.719,12786
4/08/2014 0:00,341.81,12589
5/08/2014 0:00,341.875,12490
6/08/2014 0:00,341.932,12457
7/08/2014 0:00,341.987,12424
8/08/2014 0:00,342.022,12444
9/08/2014 0:00,342.056,12407
10/08/2014 0:00,342.09,12398
11/08/2014 0:00,342.147,12510
12/08/2014 0:00,342.215,12295
13/08/2014 0:00,342.259,11875
14/08/2014 0:00,342.289,12123
15/08/2014 0:00,342.316,27238
16/08/2014 0:00,342.32,113893
17/08/2014 0:00,342.258,148835
18/08/2014 0:00,342.21,140630
19/08/2014 0:00,342.137,182710
20/08/2014 0:00,342.049,193107
21/08/2014 0:00,341.953,194199
22/08/2014 0:00,341.86,194743
23/08/2014 0:00,341.764,195626
24/08/2014 0:00,341.668,194603
25/08/2014 0:00,341.572,194034
26/08/2014 0:00,341.475,193542
27/08/2014 0:00,341.376,194286
28/08/2014 0:00,341.279,195872
29/08/2014 0:00,341.178,196256
30/08/2014 0:00,341.077,194894
31/08/2014 0:00,340.98,147376
1/09/2014 0:00,340.941,58690
2/09/2014 0:00,340.923,58305
3/09/2014 0:00,340.903,58756
4/09/2014 0:00,340.884,58353
5/09/2014 0:00,340.864,58064
6/09/2014 0:00,340.844,58044
7/09/2014 0:00,340.826,59248
8/09/2014 0:00,340.791,105246
9/09/2014 0:00,340.744,104869
10/09/2014 0:00,340.7,104645
11/09/2014 0:00,340.647,104312
12/09/2014 0:00,340.603,89315
13/09/2014 0:00,340.637,59396
14/09/2014 0:00,340.647,59112
15/09/2014 0:00,340.643,59223
16/09/2014 0:00,340.643,59356
17/09/2014 0:00,340.638,59181
18/09/2014 0:00,340.627,58932
19/09/2014 0:00,340.626,58927
20/09/2014 0:00,340.622,58964
21/09/2014 0:00,340.612,58867
22/09/2014 0:00,340.594,58940
23/09/2014 0:00,340.584,58872
24/09/2014 0:00,340.571,58859
25/09/2014 0:00,340.561,58773
26/09/2014 0:00,340.543,58835
27/09/2014 0:00,340.53,58878
28/09/2014 0:00,340.514,58745
29/09/2014 0:00,340.505,58665
30/09/2014 0:00,340.489,58625
1/10/2014 0:00,340.474,58898
2/10/2014 0:00,340.46,58851
3/10/2014 0:00,340.446,58682
4/10/2014 0:00,340.43,58655
5/10/2014 0:00,340.422,58810
6/10/2014 0:00,340.445,58189
7/10/2014 0:00,340.467,56186
8/10/2014 0:00,340.488,56223
9/10/2014 0:00,340.506,56296
10/10/2014 0:00,340.509,56361
11/10/2014 0:00,340.508,56452
12/10/2014 0:00,340.506,56413
13/10/2014 0:00,340.506,56368
14/10/2014 0:00,340.508,56323
15/10/2014 0:00,340.509,43814
16/10/2014 0:00,340.536,16821
17/10/2014 0:00,340.631,16761
18/10/2014 0:00,340.724,16801
19/10/2014 0:00,340.774,16733
20/10/2014 0:00,340.811,16721
21/10/2014 0:00,340.825,16743
22/10/2014 0:00,340.844,16859
23/10/2014 0:00,340.876,16976
24/10/2014 0:00,340.877,16952
25/10/2014 0:00,340.896,16845
26/10/2014 0:00,340.91,16833
27/10/2014 0:00,340.906,16905
28/10/2014 0:00,340.924,21676
29/10/2014 0:00,340.957,25424
30/10/2014 0:00,340.97,24294
31/10/2014 0:00,341,20665
1/11/2014 0:00,341.032,30491
2/11/2014 0:00,341.07,31173
3/11/2014 0:00,341.206,7677
4/11/2014 0:00,341.267,11427
5/11/2014 0:00,341.308,11400
6/11/2014 0:00,341.341,11474
7/11/2014 0:00,341.372,11414
8/11/2014 0:00,341.398,11413
9/11/2014 0:00,341.432,11407
10/11/2014 0:00,341.459,11412
11/11/2014 0:00,341.507,11423
12/11/2014 0:00,341.537,11438
13/11/2014 0:00,341.562,19922
14/11/2014 0:00,341.579,55003
15/11/2014 0:00,341.6,42861
16/11/2014 0:00,341.606,28580
17/11/2014 0:00,341.61,55034
18/11/2014 0:00,341.616,55157
19/11/2014 0:00,341.625,55361
20/11/2014 0:00,341.63,53666
21/11/2014 0:00,341.654,34761
22/11/2014 0:00,341.782,16221
23/11/2014 0:00,341.909,16106
24/11/2014 0:00,341.962,15560
25/11/2014 0:00,342.012,12378
26/11/2014 0:00,342.131,11565
27/11/2014 0:00,342.215,11550
28/11/2014 0:00,342.262,11544
29/11/2014 0:00,342.314,11513
30/11/2014 0:00,342.338,11523
1/12/2014 0:00,342.355,11526
2/12/2014 0:00,342.382,28036
3/12/2014 0:00,342.395,54871
4/12/2014 0:00,342.393,50488
5/12/2014 0:00,342.382,50869
6/12/2014 0:00,342.399,34073
7/12/2014 0:00,342.428,43878
8/12/2014 0:00,342.453,33628
9/12/2014 0:00,342.485,41529
10/12/2014 0:00,342.483,56749
11/12/2014 0:00,342.497,50530
12/12/2014 0:00,342.509,17390
13/12/2014 0:00,342.52,29896
14/12/2014 0:00,342.533,16285
15/12/2014 0:00,342.551,31355
16/12/2014 0:00,342.555,61027
17/12/2014 0:00,342.549,62497
18/12/2014 0:00,342.541,57235
19/12/2014 0:00,342.549,27088
20/12/2014 0:00,342.627,11453
21/12/2014 0:00,342.736,11367
22/12/2014 0:00,342.788,11357
23/12/2014 0:00,342.809,11344
24/12/2014 0:00,342.838,11316
25/12/2014 0:00,342.855,11371
26/12/2014 0:00,342.881,27732
27/12/2014 0:00,342.905,11599
28/12/2014 0:00,342.912,11620
29/12/2014 0:00,342.932,33457
30/12/2014 0:00,342.947,37462
31/12/2014 0:00,342.992,13133
1/01/2015 0:00,343.074,12490
2/01/2015 0:00,343.113,12465
3/01/2015 0:00,343.117,29191
4/01/2015 0:00,343.132,43701
5/01/2015 0:00,343.136,11878
6/01/2015 0:00,343.131,25072
7/01/2015 0:00,343.123,59959
8/01/2015 0:00,343.109,59509
9/01/2015 0:00,343.1,59420
10/01/2015 0:00,343.081,68193
11/01/2015 0:00,343.073,60538
12/01/2015 0:00,343.065,20366
13/01/2015 0:00,343.066,54696
14/01/2015 0:00,343.052,57948
15/01/2015 0:00,343.042,65489
16/01/2015 0:00,343.04,60131
17/01/2015 0:00,343.02,59777
18/01/2015 0:00,343.029,51988
19/01/2015 0:00,343.056,25041
20/01/2015 0:00,343.086,41608
21/01/2015 0:00,343.082,60551
22/01/2015 0:00,343.073,62536
23/01/2015 0:00,343.061,60448
24/01/2015 0:00,343.044,69160
25/01/2015 0:00,343.024,60138
26/01/2015 0:00,343.015,63460
27/01/2015 0:00,342.982,66588
28/01/2015 0:00,342.956,69787
29/01/2015 0:00,342.934,75055
30/01/2015 0:00,342.907,101515
31/01/2015 0:00,342.868,125897
1/02/2015 0:00,342.827,130101
2/02/2015 0:00,342.804,102929
3/02/2015 0:00,342.854,33323
4/02/2015 0:00,342.879,65182
5/02/2015 0:00,342.875,64720
6/02/2015 0:00,342.847,64078
7/02/2015 0:00,342.84,41853
8/02/2015 0:00,342.843,71979
9/02/2015 0:00,342.827,58528
10/02/2015 0:00,342.843,22912
11/02/2015 0:00,342.849,51874
12/02/2015 0:00,342.852,48227
13/02/2015 0:00,342.808,104347
14/02/2015 0:00,342.75,125557
15/02/2015 0:00,342.696,130817
16/02/2015 0:00,342.626,164436
17/02/2015 0:00,342.547,162591
18/02/2015 0:00,342.468,160632
19/02/2015 0:00,342.388,158685
20/02/2015 0:00,342.306,159650
21/02/2015 0:00,342.248,94389
22/02/2015 0:00,342.2,94217
23/02/2015 0:00,342.133,185150
24/02/2015 0:00,342.034,197094
25/02/2015 0:00,341.922,196496
26/02/2015 0:00,341.819,196947
27/02/2015 0:00,341.719,195370
28/02/2015 0:00,341.62,161632
1/03/2015 0:00,341.589,38349
2/03/2015 0:00,341.6,16968
3/03/2015 0:00,341.621,30624
4/03/2015 0:00,341.616,74188
5/03/2015 0:00,341.602,41430
6/03/2015 0:00,341.604,54563
7/03/2015 0:00,341.617,63776
8/03/2015 0:00,341.63,65337
9/03/2015 0:00,341.627,33643
10/03/2015 0:00,341.627,31743
11/03/2015 0:00,341.625,31934
12/03/2015 0:00,341.621,50928
13/03/2015 0:00,341.604,58868
14/03/2015 0:00,341.571,77134
15/03/2015 0:00,341.548,73835
16/03/2015 0:00,341.509,31988
17/03/2015 0:00,341.494,40941
18/03/2015 0:00,341.478,41332
19/03/2015 0:00,341.459,52176
20/03/2015 0:00,341.414,153405
21/03/2015 0:00,341.349,97193
22/03/2015 0:00,341.295,95561
23/03/2015 0:00,341.239,153478
24/03/2015 0:00,341.177,111326
25/03/2015 0:00,341.111,122377
26/03/2015 0:00,341.046,84746
27/03/2015 0:00,341.005,105526
28/03/2015 0:00,340.957,82605
29/03/2015 0:00,340.935,83403
30/03/2015 0:00,340.89,116381
31/03/2015 0:00,340.821,133464
1/04/2015 0:00,340.755,89934
2/04/2015 0:00,340.739,47501
3/04/2015 0:00,340.706,70128
4/04/2015 0:00,340.676,60443
5/04/2015 0:00,340.65,57211
6/04/2015 0:00,340.634,76159
7/04/2015 0:00,340.618,99711
8/04/2015 0:00,340.584,86803
9/04/2015 0:00,340.547,87384
10/04/2015 0:00,340.509,87200
11/04/2015 0:00,340.474,87036
12/04/2015 0:00,340.456,71668
13/04/2015 0:00,340.43,98097
14/04/2015 0:00,340.361,181072
15/04/2015 0:00,340.261,191973
16/04/2015 0:00,340.159,183018
17/04/2015 0:00,340.08,124534
18/04/2015 0:00,340.042,69420
19/04/2015 0:00,340.027,58750
20/04/2015 0:00,340.008,36367
21/04/2015 0:00,339.997,36280
22/04/2015 0:00,339.998,27458
23/04/2015 0:00,340.002,23582
24/04/2015 0:00,340.005,23522
25/04/2015 0:00,340.016,23470
26/04/2015 0:00,340.099,18266
27/04/2015 0:00,340.266,12907
28/04/2015 0:00,340.387,12843
29/04/2015 0:00,340.45,13083
30/04/2015 0:00,340.471,15966
1/05/2015 0:00,340.495,13936
2/05/2015 0:00,340.513,13888
3/05/2015 0:00,340.528,13878
4/05/2015 0:00,340.544,13892
5/05/2015 0:00,340.55,56771
6/05/2015 0:00,340.6,43874
7/05/2015 0:00,340.779,14894
8/05/2015 0:00,340.862,14418
9/05/2015 0:00,340.934,13134
10/05/2015 0:00,341.016,13104
11/05/2015 0:00,341.103,13146
12/05/2015 0:00,341.293,13187
13/05/2015 0:00,341.429,13263
14/05/2015 0:00,341.536,13318
15/05/2015 0:00,341.609,13318
16/05/2015 0:00,341.669,13289
17/05/2015 0:00,341.711,13274
18/05/2015 0:00,341.756,13319
19/05/2015 0:00,341.773,13321
20/05/2015 0:00,341.804,13334
21/05/2015 0:00,341.84,13364
22/05/2015 0:00,341.864,13360
23/05/2015 0:00,341.893,13387
24/05/2015 0:00,341.904,13388
25/05/2015 0:00,341.925,13385
26/05/2015 0:00,341.939,13389
27/05/2015 0:00,341.949,35059
28/05/2015 0:00,341.943,70161
29/05/2015 0:00,341.922,85348
30/05/2015 0:00,341.881,116911
31/05/2015 0:00,341.825,167267
1/06/2015 0:00,341.733,174362
2/06/2015 0:00,341.663,119011
3/06/2015 0:00,341.648,91998
4/06/2015 0:00,341.649,42070
5/06/2015 0:00,341.657,33230
6/06/2015 0:00,341.646,97904
7/06/2015 0:00,341.6,125987
8/06/2015 0:00,341.547,124545
9/06/2015 0:00,341.547,64611
10/06/2015 0:00,341.709,12445
11/06/2015 0:00,341.786,12372
12/06/2015 0:00,341.835,12436
13/06/2015 0:00,341.868,12362
14/06/2015 0:00,341.893,12337
15/06/2015 0:00,341.909,12305
16/06/2015 0:00,341.934,12272
17/06/2015 0:00,341.949,68290
18/06/2015 0:00,341.967,62776
19/06/2015 0:00,342.06,12920
20/06/2015 0:00,342.138,12808
21/06/2015 0:00,342.183,19207
22/06/2015 0:00,342.207,33775
23/06/2015 0:00,342.217,95014
24/06/2015 0:00,342.165,171129
25/06/2015 0:00,342.079,187363
26/06/2015 0:00,341.995,186970
27/06/2015 0:00,341.914,186794
28/06/2015 0:00,341.836,165691
29/06/2015 0:00,341.775,132530
30/06/2015 0:00,341.736,104431
1/07/2015 0:00,341.703,102204
2/07/2015 0:00,341.655,142549
3/07/2015 0:00,341.641,82815
4/07/2015 0:00,341.651,53223
5/07/2015 0:00,341.666,53219
6/07/2015 0:00,341.662,90939
7/07/2015 0:00,341.614,143390
8/07/2015 0:00,341.535,187756
9/07/2015 0:00,341.446,187530
10/07/2015 0:00,341.355,193942
11/07/2015 0:00,341.259,196188
12/07/2015 0:00,341.161,195466
13/07/2015 0:00,341.06,196814
14/07/2015 0:00,340.964,196651
15/07/2015 0:00,340.894,195493
16/07/2015 0:00,340.843,184525
17/07/2015 0:00,340.781,160262
18/07/2015 0:00,340.712,140995
19/07/2015 0:00,340.648,167327
20/07/2015 0:00,340.559,188587
21/07/2015 0:00,340.466,191221
22/07/2015 0:00,340.368,192919
23/07/2015 0:00,340.277,192600
24/07/2015 0:00,340.17,192574
25/07/2015 0:00,340.074,190825
26/07/2015 0:00,339.995,189675
27/07/2015 0:00,339.921,188442
28/07/2015 0:00,339.843,186948
29/07/2015 0:00,339.762,188650
30/07/2015 0:00,339.672,191747
31/07/2015 0:00,339.586,143181
1/08/2015 0:00,339.562,34683
2/08/2015 0:00,339.573,64693
3/08/2015 0:00,339.548,148721
4/08/2015 0:00,339.554,123103
5/08/2015 0:00,339.546,137253
6/08/2015 0:00,339.49,158350
7/08/2015 0:00,339.431,130447
8/08/2015 0:00,339.411,75910
9/08/2015 0:00,339.385,133734
10/08/2015 0:00,339.302,186433
11/08/2015 0:00,339.208,190025
12/08/2015 0:00,339.109,192503
13/08/2015 0:00,339.009,191613
14/08/2015 0:00,338.948,139249
15/08/2015 0:00,338.958,61232
16/08/2015 0:00,338.974,43873
17/08/2015 0:00,338.984,73114
18/08/2015 0:00,338.978,84316
19/08/2015 0:00,339.003,53032
20/08/2015 0:00,339.012,68914
21/08/2015 0:00,338.996,103544
22/08/2015 0:00,338.97,77059
23/08/2015 0:00,338.959,70209
24/08/2015 0:00,338.936,85529
25/08/2015 0:00,338.902,99949
26/08/2015 0:00,338.859,119921
27/08/2015 0:00,338.804,131295
28/08/2015 0:00,338.739,136074
29/08/2015 0:00,338.707,77662
30/08/2015 0:00,338.713,79475
31/08/2015 0:00,338.695,100520
1/09/2015 0:00,338.673,55962
2/09/2015 0:00,338.681,49560
3/09/2015 0:00,338.695,34127
4/09/2015 0:00,338.715,18768
5/09/2015 0:00,338.746,11860
6/09/2015 0:00,338.76,11796
7/09/2015 0:00,338.777,11741
8/09/2015 0:00,338.795,20110
9/09/2015 0:00,338.802,28259
10/09/2015 0:00,338.806,24117
11/09/2015 0:00,338.823,16588
12/09/2015 0:00,338.839,16517
13/09/2015 0:00,338.848,16531
14/09/2015 0:00,338.861,16470
15/09/2015 0:00,338.878,16427
16/09/2015 0:00,338.895,16433
17/09/2015 0:00,338.915,16446
18/09/2015 0:00,338.963,14954
19/09/2015 0:00,338.996,11722
20/09/2015 0:00,339.021,11702
21/09/2015 0:00,339.042,14068
22/09/2015 0:00,339.049,54166
23/09/2015 0:00,339.039,57461
24/09/2015 0:00,339.026,57352
25/09/2015 0:00,339.011,57306
26/09/2015 0:00,338.996,57205
27/09/2015 0:00,338.985,56983
28/09/2015 0:00,338.97,57430
29/09/2015 0:00,338.957,57684
30/09/2015 0:00,338.945,57544
1/10/2015 0:00,338.934,53499
2/10/2015 0:00,338.944,33796
3/10/2015 0:00,338.954,33503
4/10/2015 0:00,338.974,33505
5/10/2015 0:00,339.009,33536
6/10/2015 0:00,339.043,33485
7/10/2015 0:00,339.055,22233
8/10/2015 0:00,339.07,12190
9/10/2015 0:00,339.099,12115
10/10/2015 0:00,339.123,12086
11/10/2015 0:00,339.151,12060
12/10/2015 0:00,339.177,12061
13/10/2015 0:00,339.251,12099
14/10/2015 0:00,339.316,12085
15/10/2015 0:00,339.354,12097
16/10/2015 0:00,339.399,12089
17/10/2015 0:00,339.454,12159
18/10/2015 0:00,339.569,12187
19/10/2015 0:00,339.62,12195
20/10/2015 0:00,339.652,12198
21/10/2015 0:00,339.696,12178
22/10/2015 0:00,339.782,12256
23/10/2015 0:00,339.843,12270
24/10/2015 0:00,339.881,12285
25/10/2015 0:00,339.908,12280
26/10/2015 0:00,339.937,12281
27/10/2015 0:00,339.957,12364
28/10/2015 0:00,339.994,12348
29/10/2015 0:00,340.02,12394
30/10/2015 0:00,340.043,12365
31/10/2015 0:00,340.066,12368
1/11/2015 0:00,340.087,12373
2/11/2015 0:00,340.122,11742
3/11/2015 0:00,340.131,11384
4/11/2015 0:00,340.157,11353
5/11/2015 0:00,340.188,11320
6/11/2015 0:00,340.208,11319
7/11/2015 0:00,340.229,27880
8/11/2015 0:00,340.228,59519
9/11/2015 0:00,340.222,41301
10/11/2015 0:00,340.236,57778
11/11/2015 0:00,340.226,57797
12/11/2015 0:00,340.216,51532
13/11/2015 0:00,340.221,33960
14/11/2015 0:00,340.236,30273
15/11/2015 0:00,340.217,52591
16/11/2015 0:00,340.21,53069
17/11/2015 0:00,340.215,12919
18/11/2015 0:00,340.209,12362
19/11/2015 0:00,340.23,11655
20/11/2015 0:00,340.261,11620
21/11/2015 0:00,340.284,11613
22/11/2015 0:00,340.313,11591
23/11/2015 0:00,340.334,11587
24/11/2015 0:00,340.388,11590
25/11/2015 0:00,340.462,11596
26/11/2015 0:00,340.526,11615
27/11/2015 0:00,340.696,11698
28/11/2015 0:00,340.87,11704
29/11/2015 0:00,340.932,11732
30/11/2015 0:00,340.981,11740
1/12/2015 0:00,341.019,11750
2/12/2015 0:00,341.067,11769
3/12/2015 0:00,341.196,11815
4/12/2015 0:00,341.335,11842
5/12/2015 0:00,341.396,24601
6/12/2015 0:00,341.413,31267
7/12/2015 0:00,341.451,11725
8/12/2015 0:00,341.469,11673
9/12/2015 0:00,341.497,11667
10/12/2015 0:00,341.539,11687
11/12/2015 0:00,341.546,11553
12/12/2015 0:00,341.571,11547
13/12/2015 0:00,341.624,11543
14/12/2015 0:00,341.651,11533
15/12/2015 0:00,341.667,11544
16/12/2015 0:00,341.673,11556
17/12/2015 0:00,341.691,11550
18/12/2015 0:00,341.71,11558
19/12/2015 0:00,341.723,11568
20/12/2015 0:00,341.752,11567
21/12/2015 0:00,341.788,11556
22/12/2015 0:00,341.802,21609
23/12/2015 0:00,341.809,48616
24/12/2015 0:00,341.811,27134
25/12/2015 0:00,341.82,17371
26/12/2015 0:00,341.828,35781
27/12/2015 0:00,341.836,16236
28/12/2015 0:00,341.846,33287
29/12/2015 0:00,341.848,16725
30/12/2015 0:00,341.846,43302
31/12/2015 0:00,341.845,30678
1/01/2016 0:00,341.854,18835
2/01/2016 0:00,341.86,26245
3/01/2016 0:00,341.85,50786
4/01/2016 0:00,341.846,17573
5/01/2016 0:00,341.849,31739
6/01/2016 0:00,341.852,17400
7/01/2016 0:00,341.862,33108
8/01/2016 0:00,341.863,17461
9/01/2016 0:00,341.866,17286
10/01/2016 0:00,341.85,31340
11/01/2016 0:00,341.84,17410
12/01/2016 0:00,341.853,34397
13/01/2016 0:00,341.827,17635
14/01/2016 0:00,341.839,33118
15/01/2016 0:00,341.841,17584
16/01/2016 0:00,341.865,34643
17/01/2016 0:00,341.869,17666
18/01/2016 0:00,341.879,36523
19/01/2016 0:00,341.877,55133
20/01/2016 0:00,341.876,59873
21/01/2016 0:00,341.865,46786
22/01/2016 0:00,341.853,42254
23/01/2016 0:00,341.847,17725
24/01/2016 0:00,341.864,17616
25/01/2016 0:00,341.944,17787
26/01/2016 0:00,342.015,34939
27/01/2016 0:00,342.043,36219
28/01/2016 0:00,342.058,37909
29/01/2016 0:00,342.065,39282
30/01/2016 0:00,342.06,42736
31/01/2016 0:00,342.062,13803
1/02/2016 0:00,342.077,12428
2/02/2016 0:00,342.089,12178
3/02/2016 0:00,342.099,11914
4/02/2016 0:00,342.119,11593
5/02/2016 0:00,342.125,11924
6/02/2016 0:00,342.118,25907
7/02/2016 0:00,342.116,30559
8/02/2016 0:00,342.12,11622
9/02/2016 0:00,342.127,11665
10/02/2016 0:00,342.132,11741
11/02/2016 0:00,342.134,28744
12/02/2016 0:00,342.119,37743
13/02/2016 0:00,342.103,65487
14/02/2016 0:00,342.066,103900
15/02/2016 0:00,342.02,103454
16/02/2016 0:00,341.968,67414
17/02/2016 0:00,341.933,118693
18/02/2016 0:00,341.998,59212
19/02/2016 0:00,342.169,13967
20/02/2016 0:00,342.23,12035
21/02/2016 0:00,342.252,11972
22/02/2016 0:00,342.272,24703
23/02/2016 0:00,342.272,49190
24/02/2016 0:00,342.286,28458
25/02/2016 0:00,342.3,13652
26/02/2016 0:00,342.323,13677
27/02/2016 0:00,342.346,13278
28/02/2016 0:00,342.363,12792
29/02/2016 0:00,342.353,12722
1/03/2016 0:00,342.356,25858
2/03/2016 0:00,342.357,16567
3/03/2016 0:00,342.372,21748
4/03/2016 0:00,342.369,27231
5/03/2016 0:00,342.371,29995
6/03/2016 0:00,342.367,23532
7/03/2016 0:00,342.37,11808
8/03/2016 0:00,342.396,11972
9/03/2016 0:00,342.41,11936
10/03/2016 0:00,342.436,22139
11/03/2016 0:00,342.421,12812
12/03/2016 0:00,342.437,13531
13/03/2016 0:00,342.442,12750
14/03/2016 0:00,342.446,32645
15/03/2016 0:00,342.436,52428
16/03/2016 0:00,342.443,68464
17/03/2016 0:00,342.43,72111
18/03/2016 0:00,342.407,73421
19/03/2016 0:00,342.423,46476
20/03/2016 0:00,342.509,31237
21/03/2016 0:00,342.547,33384
22/03/2016 0:00,342.568,32013
23/03/2016 0:00,342.581,27649
24/03/2016 0:00,342.589,50555
25/03/2016 0:00,342.6,13331
26/03/2016 0:00,342.618,13173
27/03/2016 0:00,342.637,13115
28/03/2016 0:00,342.64,13094
29/03/2016 0:00,342.649,13089
30/03/2016 0:00,342.643,40094
