Well Number,Description,Depth,Geology,Lithology
G43/0199,VERY Sandy MAINLY small GRAVELS,12.5,,FGRSA
H45/0297,Silty CLAY,6.7,,CLSI
G42/0637,Greywacke COBBLE,6.1,,CGR
I44/0705,CLAY,35,,CL
G40/0268,"Cobbly Greywacke GRAVELS, some Sandy Gravels",35,,CGRSA
C-2014,MUD-CLAYSTONE - weathered basement grey-greenish grey quartzofelospathic mica SCHIST (textural zone IV cuttings recovered),265.2,,CSMS
G40/0295,Sandy GRAVELS,94,,GRSA
C-2030,MUDSTONE to Silty MUDSTONE down unit,85.1,,MS
F40/0188,VERY Sandy small GRAVELS,7.7,,FGRSA
F41/0306,Damp brown SILTS,46,,SI
H45/0341,MUDSTONE,30.6,,MS
G40/0399,SAND SILT,1.1,,SISA
E41/0100,Very Silty Sandy GRAVELS and COBBLES,6.2,,CGRSISA
F41/0236,Well Rounded GRAVELS and SAND,3.6,,GRSA
G41/0487,Sandy coarse GRAVELS with odd Cobble,16.8,,CGRSA
F40/0348,Silty Sandy ANGULAR GRAVELS,32,,GRSISA
I44/1056,QUARTZ SAND RIVER GRAVELS 20-30MM,29.6,,GRSA
G40/0008,Claybound GRAVELS,8.7,,GRCL
F40/0303,Sandy GRAVELS,82.6,,GRSA
G41/0244,SANDS,3.2,,SA
I44/1040,Grey GRAVELS,4.8,,GR
J42/0048,CLAY,20,,CL
F40/0163,Blue Silty SAND,27.1,,SISA
G42/0613-1,"Medium yellowish brown, moderately weathered, well graded Silty Sandy GRAVELS, becoming very Silty down section; WL = 3.1m at 21m depth",21.3,,GRSISA
G40/0176,Cobbly GRAVELS,25.9,,CGR
H44/0008,Coarse Cobbly GRAVELS,42.3,,CGR
J41/0704,Sandy GRAVEL,0.9,,GRSA
J41/0406,Small to LARGE grey GRAVELS and SAND,5.6,,GRSA
F40/0122,Heavy Claybound GRAVELS,6.9,,GRCL
I44/0742,Blue CLAY,24.1,,CL
G42/0659,Weathered ROCK,10.3,,TERT
I44/0865,Fill,0.3,,FILL
H46/0165,VERY WEATHERED ROCK,1.2,,TERT
F40/0208,Sandy coarse GRAVEL,50.1,,CGRSA
G45/0225,Yellow CLAY,0.6,,CL
J41/0272,LIMESTONE,33.7,,LIME
F41/0345,TOPSOIL,3.5,,SOIL
F41/0394,Silty SCHIST GRAVEL,4.8,,GRSI
G42/0119,Brown CLAY,37.8,,CL
ECL 2013-1,MEDIUM to coarse Sandy GRAVEL,14,,GRSA
G41/0445,Oxidised SCHIST,9.2,,SCHIST
G40/0237,Silty Sandy GRAVELS,20,,GRSISA
C-2009,Muddy SANDSTONE to Sandy MUDSTONE down unit,59.1,,MS
C-2046,Bedded MUDSTONE and coarse quartzose SAND to fine GRAVELS on scale 0.5 to 1.5m,199.6,,MS
G42/0800,SOIL,0.5,,SOIL
G42/0785,Green-brown fine medium SAND with occassional rounded fragments (2-3mm); water bearing,36,,FSA
G42/0788,Green FRESH ALTERED SCHIST,13.5,,SCHIST
I41/0039,Orange-Brown SILTSTONE,198,,SS
H43/0190,Orange GRAVEL,7.5,,GR
F40/0385C,Silty fine SAND with some Gravel,10.6,,GRSISA
G41/0319,Grey CLAY,42,,CL
I44/0761,Tight GRAVEL,18.9,,CEGR
H46/0157,Claybound GRAVELS,20,,GRCL
E41/0167,GRAVEL DRY THEN Silty SEAMS,18,,GRSI
G40/0131,Fine SAND,18.3,,FSA
F40/0384,"SILT, some Gravel",4.3,,GRSISA
H41/0160,Loose GRAVEL,3,,GR
I44/0780,Brown Claybound GRAVEL,18.3,,GRCL
F42/0141,Yellow SILT,1.6,,SI
I43/0040,Brown SILT,0.8,,SI
G40/0156,Fractured SCHIST,78,,SCHIST
I44/1076,GRAVELS BROWN Silty,6.9,,GRSI
J41/0001,MUDSTONE,70.41,,MS
G42/0730,Mainly small very Sandy GRAVELS,29.8,,FGRSA
J41/0383,Grey white waxy MUDSTONE,31.6,,MS
F40/0243,Sandy GRAVELS,10.2,,GRSA
G42/0708,Sandy GRAVELS,5.5,,GRSA
G42/0571,Sandy SCHIST GRAVELS,31,,GRSA
I44/0938,Grey CLAY,6,,CL
G45/0160,MUDSTONE,6.6,,MS
C-2013,Fine quartzose muddy GRAVELS and SANDS,20.4,,FGRSA
G41/0228,"Sandy GRAVELS, COBBLES",16.5,,CGRSA
I44/0815,Red-brown clayey GRAVELS,8.1,,GRCL
G40/0356,FINE Sandy GRAVELS,2,,FGRSA
J42/0118,Yellow CLAY,47.5,,CL
J41/0131,Topsoil,0.3,,SOIL
I44/1098,Sandy CLAY,5,,CLSA
G40/0061,Yellow Silty Sandy small GRAVEL,18.7,,FGRSISA
J41/0520,GRAVEL,2,,GR
G41/0376,Yellow Silty CLAY,22.4,,CLSI
I44/0089,No sample,114.9,,NOLOG
G43/0213,TOPSOIL,0.8,,SOIL
ECL 2013-13,MEDIUM to coarse Sandy medium GRAVEL BROWNISH GREY,8,,GRSA
F40/0274,Silts,0.2,,SI
G40/0212,Sandy GRAVEL,33.4,,GRSA
G45/0195,ROCK,36.5,,TERT
I44/1022,Yellow CLAY,12.4,,CL
F41/0481B,GREY/BROWN SILT/SAND,8.1,,SISA
G42/0867,Silty coarse GRAVELS,21.7,,GRSI
I44/0773,CLAY,2.8,,CL
I44/1072,Sandy small GRAVEL,8.2,,FGRSA
J41/0765,TOPSOIL,0.3,,SOIL
C-2005,Silty MUDSTONE,59.8,,MS
I43/0027,Hard grey MUDSTONE,25,,MS
G41/0173,Silty Sandy GRAVELS and COBBLES,13.4,,CGRSISA
C-2010,Brown moderately carbonaceous MUDSTONE,106.7,,MS
F41/0338,White ROCK - hard and dry,55.2,,TERT
J41/0734,Small LARGE grey Sandy GRAVELS,11.1,,GRSA
I44/0974,Marine Silts,9.1,,SISH
C-2016,W carbonaceous Silty/Sandy MUDSTONE w bedded,190,,MS
F40/0108,Sandy COBBLES and GRAVEL,6.3,,CGRSA
G44/0190,Sandy GRAVELS,5.8,,GRSA
J42/0118,Soft Brown Weathered Rock,3,,TERT
G42/0676,CLAYS and Quartz GRAVELS,30.7,,GRCL
J41/0128,Sandy SHALE,195.1,,SHALE
G45/0175,ROCK,81.3,,TERT
I44/0089,CLAY,27.4,,CL
F40/0305,Very Sandy GRAVELS,19.7,,GRSA
G46/0146,SOFT BROKEN ROCK with GREY PUG,207,,TERT
F38/0006,Sandy small GRAVELS,13.2,,FGRSA
I44/0769,Pea GRAVELS,10.1,,FGR
F41/0455,BOULDER,40.6,,BO
G40/0138,Sandy GRAVEL,24.6,,GRSA
I44/1109,Grey SCHIST,142,,SCHIST
G41/0376,Loose Sandy small GRAVELS,17.4,,FGRSA
F41/0301,CLAY,30.56,,CL
G40/0176,Coarse Cobbly GRAVEL,33.1,,CGR
H44/0009,Grey Quartz/Schist GRAVEL; pebbly; Silt matrix,6.2,,GRSISA
J41/0253,Green SAND and SILT,15,,SISA
G42/0712,Sandy brown GRAVELS,12,,GRSA
E41/0150,SAND,4.8,,SA
F40/0324,Silts,0.7,,SI
G41/0376,Sandy Silty small GRAVELS,25.3,,FGRSISA
F41/0183,Topsoil,0.7,,SOIL
C-2070,Bedded CLAYSTONE,122.4,,CS
G43/0223,Clean Quartz GRAVEL,14.3,,GR
C-2019,MUDSTONE and LIGNITE,118.3,,LIMS
G40/0196,"Yellow SILT, Greywacke GRAVEL",12,,GRSI
F41/0270,SANDS,2.1,,SA
I44/0989,Yellow CLAY,21,,CL
E41/0099,Firm Silty Sandy GRAVELS,4.2,,GRSISA
F40/0283,Very Silty GRAVELS,26.7,,GRSI
F40/0355-1,CLAY,7,,CL
G42/0832,Coarse GRAVELS,5.1,,CGR
G40/0279,Very Silty Sandy GRAVELS,56.2,,GRSISA
G42/0106,Brown Claybound GRAVELS,26,,GRCL
J41/0489,"Light brown silt, Sandy small quartz GRAVELS",51.5,,GRSISA
G45/0248,GRAVEL,7.3,,GR
ECL 2013-7,"Medium Sandy medium GRAVEL and COBBLES, grey brown",21,,CGRSA
F40/0357-3,Grey SILT,50,,SI
F41/0330,SCHIST,30.4,,SCHIST
G40/0150,Cobble Silty GRAVEL,42.6,,CGRSI
G44/0230,Blue ROCK,50,,TERT
I44/1000,Brown river GRAVELS and SAND,16,,GRSA
J41/0281,Small to LARGE LIGHT Sandy grey and YELLOW Claybound BROWN GRAVELS,30,,GRCLSA
C-2033,Sandy Silty MUDSTONE,250.2,,MS
G40/0048,loose Sandy GRAVELS,21.1,,GRSA
G46/0100,Brown yellow TOPSOIL then CLAY,3,,SOIL
I44/0626,Blue Sandy PUG,7.8,,CLSA
I44/0780,Brown Claybound GRAVEL,9.9,,GRCL
G42/0630,BOULDERS,15,,BO
H45/0116,COAL,12.7,,COAL
G42/0246,Sandy GRAVEL,10.4,,GRSA
F41/0453,TOPSOIL,1.1,,SOIL
G41/0383,SAND,11.6,,SA
J41/0375,Yellow Silty SAND,17,,SISA
G40/0202,CLAY,25.5,,CL
G41/0099,Coarse Sandy GRAVEL,21.7,,CGRSA
I44/1040,Claybound GRAVEL,13.3,,GRCL
I44/0006,No sample,2,,NOLOG
G45/0113,CLAY,16.5,,CL
J41/0566,Rock SILTSTONE,68.3,,SS
I44/0062,CLAY,3.2,,CL
C-2020,W bedded MUDSTONE,136,,MS
I44/0965,CLAY,19,,CL
F40/0247,Yellow Silty coarse Gravel with small bits of CLAY,27,,CGRCL
I44/1005,"Dark grey organic Silty CLAY; highly plastic marine sediment, some Shells",25,,OMSICL
I44/1072,DIRTY GRAVEL,20.8,,GR
J41/0766,"Silty GRAVEL, grey, dry; GRAVEL is Greywacke with some Quartz",2.1,,GRSI
J41/0728,Rock green quartz,128,,TERT
ECL 2013-21,GRAVELLY SAND BROWN,2,,GRSA
G42/0775,SAND,12.5,,SA
J41/0504,TOTARA LIMESTONE,12,,LIME
G45/0226,ROCK,13.2,,TERT
I44/0860,Yellow CLAY,22.3,,CL
I40/0001,HARD BASALT,105,,VOLC
I44/0422,Sandy CLAY,4,,CLSA
I44/0761,Tight GRAVEL and large ROCKS,26.5,,CGR
F41/0365,Brown Silty SAND,17.3,,SISA
H42/0191,Blue CLAY,26.2,,CL
J41/0309,Water bearing GRAVEL,11,,GR
G40/0237,SAND,1.1,,SA
H45/0326,Claybound GRAVELS,7.6,,GRCL
I44/0919,"Gravelly coarse SAND, light grey",31.6,,CGRSA
F41/0247,Coarse SAND with some Gravel,21.2,,GRCSA
G44/0172,Brown weathered ROCK,22,,TERT
I44/0981,River GRAVELS,10.56,,GR
J41/0391,Brown CLAY,1.5,,CL
F41/0388,Very Sandy schist GRAVELS,10.1,,GRSA
G40/0258,Mainly small Silty Sandy GRAVELS,29.2,,FGRSISA
G43/0108,ROCK,9.8,,TERT
H45/0341,"SANDS, fine GRAVELS",23.6,,FGRSA
G41/0204,Yellow Silty SAND,28,,SISA
G41/0347,Silty SAND GRAVELS,19,,GRSISA
G42/0200,CLAY and SANDSTONE,27,,CLSS
J42/0158,Brown SANDSTONE,15.6,,SS
G43/0219,Sandy GRAVELS,4,,GRSA
F40/0220,Sandy Silt mainly small GRAVELS,71.4,,FGRSISA
G40/0159,SAND,24.8,,SA
G42/0690,Quartz Schist,9.1,,SCHIST
H43/0195,Fill,0.3,,FILL
J41/0593,Green-grey MUDSTONE,61.4,,MS
F40/0385D,Silty fine SAND with some Gravel,6,,GRSISA
I44/1049,CLAY,31,,CL
J41/0747,Blue water bearing SILTSTONE,28,,MS
F41/0119,"BEDROCK, big stray rock of SCHIST",18.5,,BASEROCK
G42/0789,"Grey Psammitic SCHIST, cohesive ",53.5,,SCHIST
C-2046,Sandy MUDSTONE and SILTSTONE,61.3,,MS
G41/0336,Yellow CLAY,39.7,,CL
H41/0176,Oxidised SCHIST,12.4,,SCHIST
G42/0766,VERY LIGHT Claybound GRAVEL,3.7,,GRCL
G45/0280,ROCK,19.2,,TERT
F41/0186,Silty Sandy GRAVEL,24.1,,GRSISA
I44/0702,Blue SILT,6,,SI
F41/0504,GRAVEL - WATER,57.8,,GR
C-2032,Interbedded Silty MUDSTONES and Sandy MUDSTONES,78.8,,MS
ECL 2013-10,MEDIUM Sandy GRAVEL grey brown,21,,GRSA
J41/0582,Oxidised LIMESTONE,12.6,,LIME
G43/0206,CLAY,24,,CL
G45/0267,Blue CLAY,10.2,,CL
H41/0024,"Green SCHIST facies, chlorite zone, well foliated, dark grey to light green in colour",90,,SCHIST
I44/0783,GRAVEL,25,,GR
H45/0302A,Grey Claybound GRAVEL,16,,GRCL
I44/1031,Yellow fine Sandy angular GRAVELS dirty,20.8,,GRSA
I44/0821,GRAVELS,48.9,,GR
F40/0098,"Silty Sandy GRAVELS, COBBLES",10.5,,CGRSISA
I44/0921,"Fine GRAVEL, grey, clean (no silts or sands), possibly a high groundwater flow zone",54,,FGR
F41/0480A,SCHIST Rock,78.85,,SCHIST
F40/0168,Silty SAND,17.6,,SISA
I44/0508,CLAY,12,,CL
G41/0411-1,"Silty coarse GRAVELS, lots of Schist GRAVELS",9.8,,CGRSI
F42/0100,Claybound GRAVEL and SILTS,6.5,,GRCLSI
F41/0359,SOIL,0.5,,SOIL
G40/0304,Sandy coarse GRAVELS with COBBLES,40.7,,CGRSA
J41/0351,Grey Brown SILTSTONE,17.9,,SS
G42/0619,SAND some Gravels,51.7,,SAGR
I44/1077,HEAVY Claybound GRAVEL,25.5,,GRCL
G41/0275,Silts,0.8,,SI
F41/0464,TOPSOIL,2.1,,SOIL
F40/0224,TOPSOIL,0.8,,SOIL
F40/0385A,Sandy SILT with some Gravel,4.9,,GRSISA
I45/0004,White Beach SAND,14.6,,SA
G40/0054,Sandy CLAY,2.8,,CLSA
G42/0740,Sandy GRAVELS,31.8,,GRSA
J41/0729,TOPSOIL,0.5,,SOIL
F45/0108,"Heavy Sandy Claybound GRAVELS, some damp layers",39.1,,GRCLSA
G42/0873,Yellow CLAY with medium to LARGE GRAVELS - DRY ,50,,GRCL
E41/0170,VERY Sandy coarse GRAVELS,15,,GRSA
G40/0348,Silts,4.6,,SI
F40/0300,TOPSOIL,0.2,,SOIL
F42/0145,Fine GRAVELS SANDS,15.6,,FGRSA
G40/0063,Sandy Silty coarse GRAVEL,19.5,,CGRSISA
C-2021,Sandy MUDSTONE,102.7,,MS
G41/0292,Coarse Sandy GRAVEL,17.1,,CGRSA
I44/0738,Black MUD,2.5,,CLSI
F40/0183,SILTS,6.2,,SI
H45/0101,Sandy CLAY,28.4,,CLSA
J41/0715,TUFF grey BLUE SPECKLED GROUNDWATER INFLOW APPROXIMATELY 2 L/S grey WATER COLOUR,60,,VOLC
G40/0371,Sandy GRAVELS,47.2,,GRSA
G40/0301,Brown Silty GRAVELS,1.5,,GRSI
F41/0379,Grey SILT,2.3,,SI
C-2005,Silty Sandy MUDSTONE,252.6,,MS
I44/0792,CLAY,39,,CL
G42/0131,Brown CLAY,24.6,,CL
J41/0399,Grey-white MUDSTONE with black specks,39,,MS
J41/0709,Topsoil,0.2,,SOIL
G41/0317,Sandy Loose GRAVELS - no water,6.3,,GRSA
J41/0176,Sandy BRECCIA,3.6,,BRECCIA
G42/0698,SAND some Gravels,36,,SAGR
H43/0184,TOPSOIL,0.2,,SOIL
G40/0120,TOPSOIL and CLAY,0.6,,SOIL
E40/0109,GRAVELS RIVER STONES,8,,GR
C-2049,MUDSTONE to Sandy Silty MUDSTONE,75.6,,MS
F40/0344-1,Grey SILT,30.8,,SI
G42/0786,Green Silty CLAY,33.2,,CLSI
I41/0042,Brown CLAY,100.5,,CL
I44/1056,SOIL CLAY,1.8,,CL
C-2034,SANDSTONE to Sandy MUDSTONE at base unit,205.2,,MS
I44/0751,Brown Clayey GRAVEL with COBBLES,42.1,,CGRCL
C-2008,W-bedded MUDSTONE to Silty MUDSTONE,93,,MS
I44/0090,Fine GRAVEL and CLAY,14,,FGRCL
I44/0900,CLAY,21.3,,CL
G45/0204,Claybound GRAVELS,22.5,,GRCL
F40/0204,Silty Sandy GRAVELS BOULDERS,47.2,,CGRSISA
I44/0988,Cream CLAY into river GRAVELS,9,,GRCL
I44/0991,Cream Quartz GRAVELS,27,,GR
G44/0215,"Fractured ROCK, some rounded",41.2,,TERT
G44/0221,Loose running Schisty Sandy Cobbly GRAVELS,9,,CGRSA
G41/0478,CLAY,29.2,,CL
C-2011,Weak bedded MUDSTONE Silty MUDSTONE,286.8,,MS
G44/0239,TOPSOIL,0.2,,SOIL
G40/0242,Silty Sandy GRAVELS,18,,GRSISA
J42/0125,Tapui greenSAND with minor CLAY MOIST,7,,CLSA
G42/0726,Mainly small Sandy GRAVELS,42.7,,FGRSA
G42/0239,SCHIST ROCK; water at 27.4 and 36.7m,44.55,,SCHIST
I44/1075,CLAY with Claybound GRAVEL layers,24.8,,GRCL
H45/0311,Yellow CLAY,1.1,,CL
J41/0386,Topsoil,0.7,,SOIL
J41/0006,Green SANDS Brown Quartz and White,11,,SA
G40/0181,Silts,5.7,,SI
H44/0012,Grey pebbly schistose GRAVEL,4.4,,GR
G41/0249,Very Silty Sandy GRAVELS,15.9,,GRSISA
I44/0680,CLAY,2.1,,CL
I44/0746,GRAVEL,4.3,,GR
F40/0357-10,Silty coarse GRIT,19.3,,SICSA
H42/0184,Quartz angular GRITS and white SAND,127,,CSA
J41/0552,Grey MUDSTONE,46.2,,MS
G41/0364,Sandy GRAVELS BOULDERS,28.4,,CGRSA
I44/0771,Gravel with interbeds of CLAY,38.7,,GRCL
F41/0153,SOIL,0.5,,SOIL
G43/0160,Cobbly GRAVELS and SILTS,6.8,,CGRSI
I44/1144,"Fine GRAVEL, grey, clean (no Silts or Sands); possible a high groundwater flow zone",58.5,,FGR
F41/0424,GREY SILTS,4,,SI
F40/0267,Tight Silty GRAVELS and COBBLES,24.8,,CGRSI
I44/1015,Sandy CLAY,13,,CLSA
G40/0221,Sandy Claybound GRAVELS,50.5,,GRCLSA
J42/0018,Pug and blue metal,31.1,,CL
G40/0058,Grey SCHIST rock,21,,SCHIST
G44/0104,GRAVELS and small Rocks,3.3,,FGR
G40/0393,SAND with GRAVEL,23,,GRSA
F40/0128,Fine SAND,31,,FSA
G42/0594,Silty Schist GRAVELS,3.1,,GRSI
I44/0953,Brown CLAY,6,,CL
F41/1350,Green SCHIST rock,15.1,,SCHIST
G45/0167,CLAY,3,,CL
J41/0389,Small soft bands of MUDSTONE predominantly hard MUDSTONE,68,,MS
G41/0207,Fine quartz GRAVELS and SANDS,29.1,,FGRSA
F42/0143,Sandy GRAVEL,2.2,,GRSA
I44/0966,Grey Quartz GRAVELS,25.8,,GR
I44/0990,Yellow brown CLAY,22.8,,CL
F41/0370,Sandy SCHIST GRAVEL,2.5,,GRSA
I44/1006,"CLAY, yellow, firm, wet, low plasticity",26.6,,CL
J41/0271,Small to LARGE grey and BROWN GRAVELS SAND with Silty CLAY LAYERS,11.2,,CGRSISA
F40/0284,Silts,8.3,,SI
I44/0726,CLAY,40,,CL
G41/0100,BOULDER,3.6,,BO
G42/0232,GRAVELS silts and CLAY,36,,GRCLSI
H41/0156,Brown CLAY,8,,CL
G40/0137,SCHIST,11,,SCHIST
G42/0118,Greyish Silty Sandy GRAVELS,53,,GRSISA
J42/0072,Sandy BECCIA BROWN WEATHERED,5.2,,SA
F41/0498,Sandy GRAVEL,34,,GRSA
G41/0443,Silty SAND some Gravels,6,,GRSISA
F40/0326,Yellow SILT,1.4,,SI
C-2004,"Coarse Schist and Greywacke GRAVELS, well graded",12,,CGR
I44/0744,Yellow CLAY,33.8,,CL
G41/0434,Large Sandy GRAVELS,13,,CGRSA
G43/0150,Sandy GRAVELS and COBBLES,18.8,,CGRSA
I43/0057-2,Yellow CLAYS,1.6,,CL
I44/0684,Sandy GRAVELS,30.9,,GRSA
J41/0753,LIMESTONE,22,,LIME
I44/0768,Angular GRAVEL,10.1,,GR
G44/0222,CLAY,36,,CL
G40/0187,TOPSOIL,1.2,,SOIL
G45/0273,ROCK,26,,BASEROCK
G44/0117,CLAY,23.3,,CL
J41/0121,Siltstone or light SANDSTONE,97.57,,SS
F41/0245,BOULDER,12.1,,BO
G40/0149,Sandy GRAVELS,24.6,,GRSA
E41/0112,SCHIST Boulder,1.4,,BO
I44/1016,White Quartz GRAVELS,7,,GR
F41/0333,SANDS Silty GRAVELS,4.9,,GRSISA
G40/0063,Sandy Silty GRAVEL,21.6,,GRSISA
G40/0238,Silty Sandy GRAVELS,19,,GRSISA
F40/0361,Silty GRAVELS,6,,GRSI
C-2034,Bedded MUDSTONE to Silty MUDSTONE,220,,MS
G41/0225,SANDS and fine GRAVEL,42.6,,FGRSA
F41/0391,"Sandy, silt gravel-beach deposits and fill",4.7,,FILL
J41/0394,Blue green SILTSTONE,85.2,,MS
I44/0953,Yellow CLAY,12.1,,CL
H42/0191,Quartz GRIT,65.6,,CSA
C-2051,Light green MUDSTONE,66,,MS
G41/0127,Sandy GRAVELS,26,,GRSA
H44/0011,Grey Silts/soil,2.2,,SI
I44/0865,Marine Silts Vegetation,14.7,,SISH
G41/0430,Coarse Sandy GRAVELS,16.3,,CGRSA
J42/0158,Green MUDSTONE,49.6,,MS
G42/0615,Blue Sandy CLAY,29.6,,CLSA
F41/0406,CLAY,41.5,,CL
G43/0199,Coarse Sandy GRAVELS,29.2,,CGRSA
F40/0307,Blue grey SILT,23,,SI
I44/1040,Yellow CLAY,28.5,,CL
F40/0390,Grey SILT,7.7,,SI
F41/0357,TOPSOIL,0.4,,SOIL
J41/0380,Fresh Blue SILTSTONE,31.2,,SS
G42/0730,Very Sandy GRAVELS,47.5,,GRSA
F40/0174,GRAVELS,13,,GR
I41/0042,Grey SANDSTONE,18.5,,SS
H41/0007,"Green SCHIST facies, chlorite zone, well foliated, dark grey to light green in colour",104.5,,SCHIST
H41/0180,Grey SILT,21.8,,SI
G42/0282,Outwash GRAVELS and SAND,6,,GRSA
G44/0232,GRAVELS,3.5,,GR
I44/0786,Hard yellow CLAY,19.5,,CL
G43/0107,SAND,12.1,,SA
G44/0240/1,Weathered SCHIST,9,,SCHIST
I44/1102,SOIL,0.7,,SOIL
I44/0624,Grey PUG,15.1,,CL
F40/0357-4,Grey Silty GRAVELS,20.6,,GRSI
C-2007,Sandy MUDSTONE,99,,MS
C-2034,Mod to w carbonaceous MUDSTONE,10.8,,MS
G40/0196,Silty coarse SAND,51.3,,SISA
G40/0226,Silty Sandy GRAVELS,18.3,,GRSISA
I44/0982,Yellow CLAY,26.8,,CL
I44/1047,CLAY,31,,CL
J41/0728,Rock/quartz (green),89,,TERT
H45/0289A,Claybound GRAVELS,21.4,,GRCL
I44/0063,CLAY,2,,CL
F41/0329,SILTS GRAVELS Schists,12,,GRSISA
G40/0043,Small Sandy GRAVELS,87.4,,FGRSA
J41/0232,"BRECCIA, brown",20.2,,BRECCIA
J41/0499,Waiareka Volcanic,79.8,Waiareka Volcanics,VOLC
F40/0221,Loose Sandy COBBLES,53.8,,CGRSA
I44/0995,Yellow CLAY,22.8,,CL
F39/0001,"Dark grey/black Sandy SILTS, traces of Vegetation",16.9,,SISAOM
I44/1061,Heavy Claybound GRAVELS,14.6,,GRCL
G42/0403,Small GRAVELS,4.3,,FGR
I44/1101,"CLAY, yellow orange",20.5,,CL
H42/0200,Sandy Quartz GRIT,47,,CSA
J41/0429,Small to LARGE grey GRAVELS and Silty SAND,11,,GRSISA
F40/0168,SAND,29,,SA
F41/0348,Silty Sandy GRAVEL,53.7,,GRSISA
J41/0709,Yellow CLAY,6,,CL
I44/0007,"Loose medium to coarse orange brown SAND, clasts well rounded to subrounded, interlayed with fine, loose Silty SAND",5,,CSASI
F41/0159,Sandy SCHIST GRAVELS,11.8,,GRSA
F40/0250,GRAVELS,35.8,,GR
F45/0110,MUDSTONE with GRAVELS,106,,GR
G40/0305,MUDSTONE with GRIT,97,,MSCSA
C-2076,Carbonaceous MUDSTONE with rare thin Muddy LIGNITE,198,Manuherikia Group,MS
G42/0787,Dark brown Quartz PEBBLES in CLAY matrix; water bearing,1.8,,FGRCL
J42/0139,Brown Silty SAND,8.6,,SISA
G42/0659,Grey SCHIST ROCK with Quartz,81.3,,SCHIST
J41/0566,Soft CLAY,7,,CL
I44/0749,Brown Silty SAND,24.4,,SISA
I44/0847,CLAY,22,,CL
G41/0269,"Sandy GRAVELS, large COBBLES",31.7,,CGRSA
G42/0689,Loose GRAVEL tailings,17.5,,GR
F40/0095,"Small Sandy GRAVELS, some Cobbles",10.8,,GRSA
I44/0892,Brown Silty TOPSOIL,0.3,,SOIL
I44/0089,Brown CLAY,134.4,,CL
G41/0291,TOPSOIL,0.1,,SOIL
H45/0312,Blue SILT,21,,SI
I44/0762,Loose GRAVEL,46.6,,GR
F40/0385B,Silty fine SAND with trace Gravel,0.3,,GRSISA
G40/0205,SAND,23,,SA
F41/0209,Moist GRAVELS,14,,GR
I44/1056,QUARTZ GRAVEL 10-20MM,11.6,,GR
J41/0128,SANDSTONE,106.7,,SS
J41/0580,Blue ROCK,12,,TERT
I44/1079,SCHIST GRAVELS,16.3,,GR
J41/0748,"Soft ROCK, some Clay, grey",147,,TERT
J41/0524,FINE GRAVEL and SAND,11.28,,FGRSA
G41/0318,Yellow CLAY,15.7,,CL
I44/0780,Firm yellow CLAY,25.8,,CL
I44/1039,CLAY,1.5,,CL
H46/0103,Sandy GRAVELS,19,,GRSA
F41/0340,VERY Sandy small GRAVELS,11.5,,FGRSA
I44/1098,WATER BOUND RIVER GRAVELS,14.6,,GR
G45/0148,Quartz PEBBLES,6,,FGR
F40/0184,Sandy GRAVELS,22.8,,GRSA
ECL 2013-19,MEDIUM Sandy GRAVEL grey BROWN,21,,GRSA
I44/1084,SOFTER BASALT,12,,VOLC
C-2031,Blue green grey MUDSTONE CLAYS with relatively abundant traces of Schistose and Quartzose Gravels,76.2,,MS
F40/0246,Silts,27.9,,SI
G40/0146,BOULDER,19.2,,BO
G45/0216,ROCK,75.5,,TERT
G41/0348,Silty SAND some Gravels,16.2,,GRSISA
I44/0498,Hard grey MUDSTONE,38,,MS
C-2017,Muddy SANDS - GRAVELS,132.4,,GRSA
F41/0303,Sandy GRAVELS,15.4,,GRSA
G40/0244,"Blue SAND some Gravels, dry",23.9,,GRSA
G41/0476,Coarse Sandy GRAVELS,6.6,,CGRSA
G42/0735,Yellow CLAY,11,,CL
G45/0169,Soft to Firm grey CLAY,19,,CL
F45/0107,TOPSOIL,1,,SOIL
G45/0239,"GRAVELS (FILL), loose, angular",0.3,,FILL
J41/0387,Grey-green Silty fine SAND,59,,SISA
F41/0378,"BOULDERS and Schist GRAVELS, Silty; GRAVELS angular",84.7,,BOGRSI
G44/0237,CLAY,3.5,,CL
I44/1032,Angular GRAVELS,16,,GR
J41/0152,Hard LIMESTONE,14.6,,LIME
G45/0205,Blue ROCK,61,,TERT
I42/0088,Brown broken ROCK,1.5,,TERT
G40/0164,Silty Sandy GRAVELS,65.7,,GRSISA
ECL 2013-11,MEDIUM Sandy coarse GRAVEL grey BROWN,10,,GRSA
G44/0239,Claybound Quartz with LIGNITE,16,,LICL
I43/0036,Fine SAND,90.2,,FSA
F40/0154,Sandy GRAVELS,4,,GRSA
G40/0223,"Silts, Clay and Claybound GRAVEL",72,,GRCLSI
G42/0713,"Sandy GRAVELS, COBBLES",8.7,,CGRSA
I44/0774,Sandy gravel with yellow CLAY lenses,47.25,,GRCLSA
H46/0164,HARD ROCK,224,,TERT
G40/0416,Sandy SILT GRAVEL,23.2,,GRSISA
C-2009,Sandy MUDSTONE to coarse quartzose sands,68.8,,MS
G40/0262,Coarse Sandy GRAVEL,19.5,,CGRSA
E40/0105,TOPSOIL SILTS,2.5,,SOIL
C-2014,MUDSTONE,150.6,,MS
G42/0763,Tight Silty Sandy GRAVELS and boulders,29.5,,BO
G40/0132,SAND,5.2,,SA
J41/0001,CLAY,9.14,,CL
